provinsi,kabkota,latlng,lat,lng,zoom
Maluku,Kabupaten Buru Selatan,"-3.5697197,126.3581112,10z",-3.5697197,126.3581112,10
Maluku,Kabupaten Kepulauan Aru,"-6.2101328,133.8205971,9z",-6.2101328,133.8205971,9
Maluku,Kabupaten Kepulauan Tanimbar,"-7.4975482,130.7227171,9z",-7.4975482,130.7227171,9
Maluku,Kabupaten Maluku Barat Daya,"-6.8094593,127.2483081,9z",-6.8094593,127.2483081,9
Maluku,Kabupaten Maluku Tengah,"-3.6637601,128.3488079,9z",-3.6637601,128.3488079,9
Maluku,Kabupaten Maluku Tenggara,"-5.6553166,132.6449909,11z",-5.6553166,132.6449909,11
Maluku,Kabupaten Seram Bagian Barat,"-2.434455,127.5443093,9z",-2.434455,127.5443093,9
Maluku,Kabupaten Seram Bagian Timur,"-3.8751999,127.8346367,8z",-3.8751999,127.8346367,8
Maluku,Kota Ambon,"-3.6812404,128.0876088,12z",-3.6812404,128.0876088,12
Maluku,Kota Tual,"-5.4494693,132.1742612,11z",-5.4494693,132.1742612,11
Maluku Utara,Kabupaten Halmahera Barat,"1.3637675,127.2633543,10z",1.3637675,127.2633543,10
Maluku Utara,Kabupaten Halmahera Selatan,"-0.7442142,127.1536666,9z",-0.7442142,127.1536666,9
Maluku Utara,Kabupaten Halmahera Tengah,"0.2218091,128.3834099,10z",0.2218091,128.3834099,10
Maluku Utara,Kabupaten Halmahera Timur,"1.0035775,127.8950868,10z",1.0035775,127.8950868,10
Maluku Utara,Kabupaten Halmahera Utara,"1.5601662,127.5052653,10z",1.5601662,127.5052653,10
Maluku Utara,Kabupaten Kepulauan Sula,"-2.1142066,125.7426493,11z",-2.1142066,125.7426493,11
Maluku Utara,Kabupaten Pulau Morotai,"2.3041265,128.2447212,11z",2.3041265,128.2447212,11
Maluku Utara,Kabupaten Pulau Taliabu,"-1.8313243,124.6669518,11z",-1.8313243,124.6669518,11
Maluku Utara,Kota Ternate,"0.8105654,127.3008663,13z",0.8105654,127.3008663,13
Maluku Utara,Kota Tidore Kepulauan,"0.3903567,127.4320557,11z",0.3903567,127.4320557,11
Papua,Kabupaten Biak Numfor,"-1.0120881,135.4159425,10z",-1.0120881,135.4159425,10
Papua,Kabupaten Jayapura,"-3.0355301,139.7081056,10z",-3.0355301,139.7081056,10
Papua,Kabupaten Keerom,"-3.3260054,140.32337,10z",-3.3260054,140.32337,10
Papua,Kabupaten Kepulauan Yapen,"-1.7194296,135.7021376,10z",-1.7194296,135.7021376,10
Papua,Kabupaten Mamberamo Raya,"-2.4416855,137.3178673,9z",-2.4416855,137.3178673,9
Papua,Kabupaten Sarmi,"-2.5310657,138.4071809,9z",-2.5310657,138.4071809,9
Papua,Kabupaten Supiori,"-0.0135334,134.3902539,9z",-0.0135334,134.3902539,9
Papua,Kabupaten Waropen,"-2.7288019,136.3672491,10z",-2.7288019,136.3672491,10
Papua,Kota Jayapura,"-2.5650516,140.6398283,13z",-2.5650516,140.6398283,13
Papua Barat,Kabupaten Fakfak,"-3.1999795,132.3031586,10z",-3.1999795,132.3031586,10
Papua Barat,Kabupaten Kaimana,"-3.5839294,133.7002332,10z",-3.5839294,133.7002332,10
Papua Barat,Kabupaten Manokwari,"-0.8642815,134.0328991,13z",-0.8642815,134.0328991,13
Papua Barat,Kabupaten Manokwari Selatan,"-0.9980788,133.9199264,12z",-0.9980788,133.9199264,12
Papua Barat,Kabupaten Pegunungan Arfak,"-1.1882734,133.5560402,11z",-1.1882734,133.5560402,11
Papua Barat,Kabupaten Teluk Bintuni,"-2.0855247,132.6630396,9z",-2.0855247,132.6630396,9
Papua Barat,Kabupaten Teluk Wondama,"-2.6348115,133.8233234,9z",-2.6348115,133.8233234,9
Papua Selatan,Kabupaten Asmat,"-5.5806551,137.9379555,9z",-5.5806551,137.9379555,9
Papua Selatan,Kabupaten Boven Digoel,"-6.1518138,139.6628555,9z",-6.1518138,139.6628555,9
Papua Selatan,Kabupaten Mappi,"-6.245705,138.6572671,9z",-6.245705,138.6572671,9
Papua Selatan,Kabupaten Merauke,"-8.5282296,140.4598749,12z",-8.5282296,140.4598749,12
Papua Tengah,Kabupaten Deiyai,"-4.155534,136.3257589,12z",-4.155534,136.3257589,12
Papua Tengah,Kabupaten Dogiyai,"-3.9990385,135.4724843,11z",-3.9990385,135.4724843,11
Papua Tengah,Kabupaten Intan Jaya,"-3.4078672,136.4128952,10z",-3.4078672,136.4128952,10
Papua Tengah,Kabupaten Mimika,"-4.628273,135.6831231,9z",-4.628273,135.6831231,9
Papua Tengah,Kabupaten Nabire,"-3.2056703,135.1668342,10z",-3.2056703,135.1668342,10
Papua Tengah,Kabupaten Paniai,"-3.7574388,136.4175068,11z",-3.7574388,136.4175068,11
Papua Tengah,Kabupaten Puncak,"-3.5919553,137.0871392,10z",-3.5919553,137.0871392,10
Papua Tengah,Kabupaten Puncak Jaya,"-3.4890854,137.6800873,11z",-3.4890854,137.6800873,11
Papua Pegunungan,Kabupaten Jayawijaya,"-4.122218,138.8127593,11z",-4.122218,138.8127593,11
Papua Pegunungan,Kabupaten Lanny Jaya,"-3.9569142,138.0383948,11z",-3.9569142,138.0383948,11
Papua Pegunungan,Kabupaten Mamberamo Tengah,"-2.3592517,138.1274128,11z",-2.3592517,138.1274128,11
Papua Pegunungan,Kabupaten Nduga,"-4.4357944,138.0539938,11z",-4.4357944,138.0539938,11
Papua Pegunungan,Kabupaten Pegunungan Bintang,"-4.4940565,140.1488329,10z",-4.4940565,140.1488329,10
Papua Pegunungan,Kabupaten Tolikara,"-3.4884169,138.2386908,11z",-3.4884169,138.2386908,11
Papua Pegunungan,Kabupaten Yalimo,"-3.7847687,139.2710088,11z",-3.7847687,139.2710088,11
Papua Pegunungan,Kabupaten Yahukimo,"-4.3883495,139.2136938,10z",-4.3883495,139.2136938,10
Papua Barat Daya,Kabupaten Maybrat,"-1.4238479,132.2031833,11z",-1.4238479,132.2031833,11
Papua Barat Daya,Kabupaten Raja Ampat,"-0.5859875,129.660832,9z",-0.5859875,129.660832,9
Papua Barat Daya,Kabupaten Sorong,"-1.0515645,131.063159,10z",-1.0515645,131.063159,10
Papua Barat Daya,Kabupaten Sorong Selatan,"-1.6668334,131.7887765,10z",-1.6668334,131.7887765,10
Papua Barat Daya,Kabupaten Tambrauw,"-0.7204172,132.3122123,11z",-0.7204172,132.3122123,11
Papua Barat Daya,Kota Sorong,"-0.892821,131.2231964,13z",-0.892821,131.2231964,13
